ï..year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver,age
2019,10,16,Wednesday,7,10,NA,NA,dry,NA,,ap,181
2019,10,16,Wednesday,8,5,NA,NA,wet,NA,,ap,181
2019,10,16,Wednesday,10,0,NA,NA,wet,NA,,ap,181
2019,10,16,Wednesday,11,35,NA,NA,bowel,NA,,ap,181
2019,10,16,Wednesday,13,15,NA,NA,wet,NA,,ap,181
2019,10,16,Wednesday,8,0,NA,NA,bottle,2,oz,ap,181
2019,10,16,Wednesday,10,40,NA,NA,bottle,3.5,oz,ap,181
2019,10,16,Wednesday,13,20,NA,NA,bottle,3,oz,ap,181
2019,10,16,Wednesday,9,5,9,45,nap,NA,,ap,181
2019,10,16,Wednesday,13,30,14,10,nap,NA,,ap,181
2019,10,17,Thursday,7,50,NA,NA,wet,NA,,ap,182
2019,10,17,Thursday,8,30,NA,NA,caregiver_change,NA,,ap_vona,182
2019,10,17,Thursday,9,55,NA,NA,wet,NA,,vona,182
2019,10,17,Thursday,11,53,NA,NA,wet,NA,,vona,182
2019,10,17,Thursday,13,41,NA,NA,bowel,NA,,vona,182
2019,10,17,Thursday,15,15,NA,NA,wet,NA,,vona,182
2019,10,17,Thursday,9,21,9,52,nap,NA,,vona,182
2019,10,17,Thursday,14,12,14,45,nap,NA,,vona,182
2019,10,17,Thursday,9,8,NA,NA,bottle,3,oz,vona,182
2019,10,17,Thursday,11,5,NA,NA,bottle,2,oz,vona,182
2019,10,17,Thursday,12,10,NA,NA,bottle,2,oz,vona,182
2019,10,17,Thursday,14,0,NA,NA,bottle,2,oz,vona,182
2019,10,18,Friday,7,50,NA,NA,wet,NA,,ap,183
2019,10,18,Friday,10,0,NA,NA,wet,NA,,ap,183
2019,10,18,Friday,12,20,NA,NA,wet,NA,,ap,183
2019,10,18,Friday,14,25,NA,NA,wet,NA,,ap,183
2019,10,18,Friday,8,20,NA,NA,bottle,1.5,oz,ap,183
2019,10,18,Friday,10,40,NA,NA,bottle,2.5,oz,ap,183
2019,10,18,Friday,12,30,NA,NA,bottle,2,oz,ap,183
2019,10,18,Friday,14,53,NA,NA,bottle,2,oz,ap,183
2019,10,18,Friday,9,10,9,58,nap,NA,,ap,183
2019,10,18,Friday,13,1,13,30,nap,NA,,ap,183
2019,10,21,Monday,7,26,NA,NA,wet,NA,,kc,186
2019,10,21,Monday,9,15,NA,NA,wet,NA,,vona,186
2019,10,21,Monday,11,10,NA,NA,wet,NA,,vona,186
2019,10,21,Monday,13,33,NA,NA,wet,NA,,vona,186
2019,10,21,Monday,13,42,NA,NA,bowel,NA,,vona,186
2019,10,21,Monday,8,NA,NA,NA,caregiver_change,NA,,kc_vona,186
2019,10,21,Monday,8,1,NA,NA,bottle,2,oz,vona,186
2019,10,21,Monday,9,0,NA,NA,bottle,2.5,oz,vona,186
2019,10,21,Monday,11,45,NA,NA,bottle,2,oz,vona,186
2019,10,21,Monday,14,15,NA,NA,bottle,2.5,oz,vona,186
2019,10,21,Monday,9,27,10,0,nap,NA,,vona,186
2019,10,21,Monday,13,0,13,30,nap,NA,,vona,186
2019,10,21,Monday,NA,NA,NA,NA,skill_pullup,NA,,vona_kch,186
2019,10,22,Tuesday,7,0,NA,NA,dry,NA,,ap,187
2019,10,22,Tuesday,8,5,NA,NA,wet,NA,,ap,187
2019,10,22,Tuesday,10,35,NA,NA,wet,NA,,ap,187
2019,10,22,Tuesday,12,0,NA,NA,bowel,NA,,jd,187
2019,10,22,Tuesday,13,30,NA,NA,wet,NA,,ap,187
2019,10,22,Tuesday,14,45,NA,NA,wet,NA,,ap,187
2019,10,22,Tuesday,8,0,NA,NA,bottle,2,oz,ap,187
2019,10,22,Tuesday,10,40,NA,NA,bottle,3,oz,ap,187
2019,10,22,Tuesday,13,0,NA,NA,bottle,2,oz,ap,187
2019,10,22,Tuesday,9,17,10,30,nap,NA,,ap,187
2019,10,22,Tuesday,13,10,13,25,nap,NA,,ap,187
2019,10,22,Tuesday,19,0,NA,NA,intro_sleeping_nursery,NA,,jsmkch,187
2019,10,23,Wednesday,NA,NA,NA,NA,trait_tooth_incisor_lower_left,NA,,jsmkch,188
2019,10,23,Wednesday,7,35,NA,NA,dry,NA,,kc,188
2019,10,23,Wednesday,9,0,NA,NA,wet,NA,,ap,188
2019,10,23,Wednesday,10,45,NA,NA,wet,NA,,ap,188
2019,10,23,Wednesday,13,0,NA,NA,wet,NA,,ap,188
2019,10,23,Wednesday,14,50,NA,NA,wet,NA,,ap,188
2019,10,23,Wednesday,8,0,NA,NA,bottle,2,oz,ap,188
2019,10,23,Wednesday,8,45,NA,NA,bottle,1,oz,ap,188
2019,10,23,Wednesday,10,15,NA,NA,bottle,2,oz,ap,188
2019,10,23,Wednesday,11,10,NA,NA,bottle,3,oz,ap,188
2019,10,23,Wednesday,13,45,NA,NA,bottle,2.5,oz,ap,188
2019,10,23,Wednesday,9,0,9,45,nap,NA,,ap,188
2019,10,23,Wednesday,11,32,12,55,nap,NA,,ap,188
2019,10,24,Thursday,7,30,NA,NA,dry,NA,,ap,189
2019,10,24,Thursday,8,15,NA,NA,bowel,NA,,ap,189
2019,10,24,Thursday,10,15,NA,NA,wet,NA,,ap,189
2019,10,24,Thursday,12,40,NA,NA,wet,NA,,ap,189
2019,10,24,Thursday,14,40,NA,NA,wet,NA,,ap,189
2019,10,24,Thursday,8,5,NA,NA,bottle,1.5,oz,ap,189
2019,10,24,Thursday,10,15,NA,NA,bottle,3,oz,ap,189
2019,10,24,Thursday,13,10,NA,NA,bottle,2,oz,ap,189
2019,10,24,Thursday,13,45,NA,NA,bottle,3,oz,ap,189
2019,10,24,Thursday,14,30,NA,NA,bottle,2.5,oz,ap,189
2019,10,24,Thursday,15,50,NA,NA,bottle,2.5,oz,ap,189
2019,10,24,Thursday,8,45,9,15,nap,NA,,ap,189
2019,10,24,Thursday,11,10,12,40,nap,NA,,ap,189
2019,10,25,Friday,7,15,NA,NA,dry,NA,,kc,190
2019,10,25,Friday,8,15,NA,NA,wet,NA,,ap,190
2019,10,25,Friday,10,10,NA,NA,wet,NA,,vona,190
2019,10,25,Friday,12,17,NA,NA,wet,NA,,vona,190
2019,10,25,Friday,14,15,NA,NA,wet,NA,,vona,190
2019,10,25,Friday,16,30,NA,NA,wet,NA,,vona,190
2019,10,25,Friday,8,0,NA,NA,bottle,1.5,oz,ap,190
2019,10,25,Friday,9,15,NA,NA,bottle,3,oz,vona,190
2019,10,25,Friday,11,0,NA,NA,bottle,3,oz,vona,190
2019,10,25,Friday,12,45,NA,NA,bottle,3,oz,vona,190
2019,10,25,Friday,14,15,NA,NA,bottle,2,oz,vona,190
2019,10,25,Friday,15,0,NA,NA,bottle,2,oz,vona,190
2019,10,25,Friday,11,40,12,14,nap,NA,,vona,190
2019,10,25,Friday,15,10,NA,NA,nap,NA,,vona,190
2019,10,25,Friday,8,30,NA,NA,caregiver_change,NA,,ap_vona,190
2019,10,28,Monday,7,5,NA,NA,dry,NA,,ap,193
2019,10,28,Monday,7,50,NA,NA,wet,NA,,ap,193
2019,10,28,Monday,9,25,NA,NA,wet,NA,,vona,193
2019,10,28,Monday,11,45,NA,NA,wet,NA,,vona,193
2019,10,28,Monday,13,48,NA,NA,wet,NA,,vona,193
2019,10,28,Monday,15,5,NA,NA,wet,NA,,vona,193
2019,10,28,Monday,8,45,NA,NA,bottle,2,oz,vona,193
2019,10,28,Monday,9,25,NA,NA,bottle,2,oz,vona,193
2019,10,28,Monday,10,45,NA,NA,bottle,2,oz,vona,193
2019,10,28,Monday,11,45,NA,NA,bottle,2,oz,vona,193
2019,10,28,Monday,13,25,NA,NA,bottle,2,oz,vona,193
2019,10,28,Monday,15,0,NA,NA,bottle,2,oz,vona,193
2019,10,28,Monday,10,53,11,45,nap,NA,,vona,193
2019,10,28,Monday,12,19,12,30,nap,NA,,vona,193
2019,10,29,Tuesday,7,45,NA,NA,wet,NA,,ap,194
2019,10,29,Tuesday,9,45,NA,NA,wet,NA,,ap,194
2019,10,29,Tuesday,11,30,NA,NA,wet,NA,,jd,194
2019,10,29,Tuesday,14,10,NA,NA,wet,NA,,ap,194
2019,10,29,Tuesday,15,15,NA,NA,wet,NA,,ap,194
2019,10,29,Tuesday,8,0,NA,NA,bottle,2,oz,ap,194
2019,10,29,Tuesday,8,50,NA,NA,bottle,2,oz,ap,194
2019,10,29,Tuesday,10,20,NA,NA,bottle,3,oz,ap,194
2019,10,29,Tuesday,12,5,NA,NA,bottle,3,oz,ap,194
2019,10,29,Tuesday,13,20,NA,NA,bottle,3,oz,ap,194
2019,10,29,Tuesday,14,55,NA,NA,bottle,2.5,oz,ap,194
2019,10,29,Tuesday,10,29,11,30,nap,NA,,ap,194
2019,10,29,Tuesday,13,29,14,5,nap,NA,,ap,194
2019,10,29,Tuesday,10,15,NA,NA,solids,3,pepper,ap,194
2019,10,29,Tuesday,14,30,NA,NA,solids,1,pepper_cheese,ap,194
2019,10,30,Wednesday,7,5,NA,NA,dry,NA,,ap,195
2019,10,30,Wednesday,7,50,NA,NA,wet,NA,,ap,195
2019,10,30,Wednesday,10,0,NA,NA,wet,NA,,ap,195
2019,10,30,Wednesday,12,20,NA,NA,wet,NA,,ap,195
2019,10,30,Wednesday,13,50,NA,NA,wet,NA,,ap,195
2019,10,30,Wednesday,15,13,NA,NA,wet,NA,,kc,195
2019,10,30,Wednesday,8,20,NA,NA,bottle,1.5,oz,ap,195
2019,10,30,Wednesday,8,45,NA,NA,bottle,2.5,oz,ap,195
2019,10,30,Wednesday,10,30,NA,NA,bottle,3,oz,ap,195
2019,10,30,Wednesday,11,45,NA,NA,bottle,2,oz,ap,195
2019,10,30,Wednesday,12,45,NA,NA,bottle,3,oz,ap,195
2019,10,30,Wednesday,13,45,NA,NA,bottle,1.5,oz,ap,195
2019,10,30,Wednesday,14,15,NA,NA,bottle,3,oz,ap,195
2019,10,30,Wednesday,10,15,NA,NA,solids,3,pepper_cheese,ap,195
2019,10,30,Wednesday,13,0,NA,NA,solids,0,pepper_sweetpotato,ap,195
2019,10,30,Wednesday,9,7,9,45,nap,NA,,ap,195
2019,10,30,Wednesday,11,40,12,0,nap,NA,,ap,195
2019,10,31,Thursday,7,10,NA,NA,wet,NA,,ap,196
2019,10,31,Thursday,9,0,NA,NA,wet,NA,,ap,196
2019,10,31,Thursday,11,0,NA,NA,wet,NA,,ap,196
2019,10,31,Thursday,13,10,NA,NA,wet,NA,,ap,196
2019,10,31,Thursday,14,50,NA,NA,wet,NA,,ap,196
2019,10,31,Thursday,9,20,NA,NA,bottle,2.5,oz,ap,196
2019,10,31,Thursday,10,0,NA,NA,bottle,2.5,oz,ap,196
2019,10,31,Thursday,11,55,NA,NA,bottle,3,oz,ap,196
2019,10,31,Thursday,13,45,NA,NA,bottle,2.5,oz,ap,196
2019,10,31,Thursday,10,40,NA,NA,solids,3,squash_cheese,ap,196
2019,10,31,Thursday,14,10,NA,NA,solids,2,pepper_cheese,ap,196
2019,10,31,Thursday,12,5,13,5,nap,NA,,ap,196
2019,11,1,Friday,8,10,NA,NA,wet,NA,,ap,197
2019,11,1,Friday,10,15,NA,NA,wet,NA,,vona,197
2019,11,1,Friday,12,1,NA,NA,wet,NA,,vona,197
2019,11,1,Friday,14,0,NA,NA,wet,NA,,vona,197
2019,11,1,Friday,15,10,NA,NA,bowel,NA,,vona,197
2019,11,1,Friday,8,15,NA,NA,bottle,2.5,oz,ap,197
2019,11,1,Friday,9,30,NA,NA,bottle,2.5,oz,vona,197
2019,11,1,Friday,12,5,NA,NA,bottle,3,oz,vona,197
2019,11,1,Friday,13,30,NA,NA,bottle,3,oz,vona,197
2019,11,1,Friday,9,47,10,2,nap,NA,,vona,197
2019,11,1,Friday,12,17,13,18,nap,NA,,vona,197
2019,11,1,Friday,11,0,NA,NA,solids,4,egg_pepper,vona,197
2019,11,1,Friday,14,25,NA,NA,solids,1,egg_pepper,vona,197
2019,11,1,Friday,8,30,NA,NA,caregiver_change,NA,,ap_vona,197
2019,11,4,Monday,7,16,NA,NA,dry,NA,,kc,200
2019,11,4,Monday,8,0,NA,NA,wet,NA,,kc,200
2019,11,4,Monday,8,30,NA,NA,caregiver_change,NA,,kc_ij,200
2019,11,4,Monday,9,10,NA,NA,wet,NA,,ij,200
2019,11,4,Monday,10,43,NA,NA,diaper,NA,,ij,200
2019,11,4,Monday,12,20,NA,NA,bowel,NA,,ij,200
2019,11,4,Monday,14,31,NA,NA,dry,NA,,ij,200
2019,11,4,Monday,8,30,NA,NA,bottle,3,oz,ij,200
2019,11,4,Monday,10,50,NA,NA,bottle,3,oz,ij,200
2019,11,4,Monday,13,20,NA,NA,bottle,3,oz,ij,200
2019,11,4,Monday,14,45,NA,NA,bottle,3,oz,ij,200
2019,11,4,Monday,9,20,10,40,nap,NA,,ij,200
2019,11,5,Tuesday,8,0,NA,NA,wet,NA,,ap,201
2019,11,5,Tuesday,11,15,NA,NA,wet,NA,,ap,201
2019,11,5,Tuesday,12,40,NA,NA,bowel,NA,,jd,201
2019,11,5,Tuesday,13,45,NA,NA,wet,NA,,kc,201
2019,11,5,Tuesday,15,5,NA,NA,wet,NA,,kc,201
2019,11,5,Tuesday,9,53,11,7,nap,NA,,ap,201
2019,11,5,Tuesday,13,57,NA,NA,caregiver_change,NA,,ap_kc,201
2019,11,5,Tuesday,11,20,NA,NA,solids,3,pepper_bread,ap,201
2019,11,5,Tuesday,14,0,NA,NA,solids,3,noodles_bread,ap,201
2019,11,5,Tuesday,8,20,NA,NA,bottle,3,oz,ap,201
2019,11,5,Tuesday,9,48,NA,NA,bottle,2.5,oz,ap,201
2019,11,5,Tuesday,11,45,NA,NA,bottle,3,oz,ap,201
2019,11,5,Tuesday,13,30,NA,NA,bottle,3,oz,ap,201
2019,11,6,Wednesday,8,0,NA,NA,wet,NA,,ap,202
2019,11,6,Wednesday,9,55,NA,NA,wet,NA,,ap,202
2019,11,6,Wednesday,11,25,NA,NA,bowel,NA,,ap,202
2019,11,6,Wednesday,13,20,NA,NA,wet,NA,,ap,202
2019,11,6,Wednesday,8,20,NA,NA,bottle,3,oz,ap,202
2019,11,6,Wednesday,10,0,NA,NA,bottle,3.5,oz,ap,202
2019,11,6,Wednesday,11,30,NA,NA,bottle,3,oz,ap,202
2019,11,6,Wednesday,13,45,NA,NA,bottle,3,oz,ap,202
2019,11,6,Wednesday,8,33,9,3,nap,NA,,ap,202
2019,11,6,Wednesday,10,20,NA,NA,solids,3,cauliflower,ap,202
2019,11,6,Wednesday,10,20,NA,NA,solids,2,noodles,ap,202
2019,11,6,Wednesday,14,15,NA,NA,solids,2,cauliflower_pepper,ap,202
2019,11,7,Thursday,7,35,NA,NA,wet,NA,,ap,203
2019,11,7,Thursday,9,26,NA,NA,wet,NA,,ap,203
2019,11,7,Thursday,11,0,NA,NA,bowel,NA,,ap,203
2019,11,7,Thursday,12,45,NA,NA,bowel,NA,,melody,203
2019,11,7,Thursday,15,5,NA,NA,wet,NA,,ap,203
2019,11,7,Thursday,7,55,NA,NA,bottle,2.5,oz,ap,203
2019,11,7,Thursday,9,32,NA,NA,bottle,3,oz,ap,203
2019,11,7,Thursday,11,0,NA,NA,bottle,3,oz,ap,203
2019,11,7,Thursday,11,40,NA,NA,bottle,3,oz,ap,203
2019,11,7,Thursday,13,15,NA,NA,bottle,3,oz,ap,203
2019,11,7,Thursday,9,35,10,11,nap,NA,,ap,203
2019,11,7,Thursday,13,55,15,0,nap,NA,,ap,203
2019,11,7,Thursday,10,25,NA,NA,solids,1,pepper_cauliflower,ap,203
2019,11,7,Thursday,13,20,NA,NA,solids,2,noodles,ap,203
2019,11,7,Thursday,12,20,NA,NA,caregiver_change,NA,,ap_melody,203
2019,11,7,Thursday,12,50,NA,NA,caregiver_change,NA,,melody_ap,203
2019,11,8,Friday,8,5,NA,NA,wet,NA,,ap,204
2019,11,8,Friday,9,48,NA,NA,wet,NA,,vona,204
2019,11,8,Friday,11,45,NA,NA,wet,NA,,vona,204
2019,11,8,Friday,12,17,NA,NA,bowel,NA,,vona,204
2019,11,8,Friday,13,45,NA,NA,wet,NA,,vona,204
2019,11,8,Friday,8,30,NA,NA,caregiver_change,NA,,ap_vona,204
2019,11,8,Friday,11,13,11,32,nap,NA,,vona,204
2019,11,8,Friday,8,50,NA,NA,bottle,4,oz,vona,204
2019,11,8,Friday,11,0,NA,NA,bottle,3,oz,vona,204
2019,11,8,Friday,11,45,NA,NA,bottle,3,oz,vona,204
2019,11,8,Friday,3,12,NA,NA,trait_mass,8.48,kg,rainbow,204
2019,11,8,Friday,3,12,NA,NA,trait_length,71.8,cm,rainbow,204
2019,11,9,Saturday,NA,NA,NA,NA,skill_pullup_regularly,NA,,jsmkch,205
2019,11,10,Sunday,NA,NA,NA,NA,skill_crawl_full,NA,,jsmkch,206
2019,11,12,Tuesday,7,55,NA,NA,dry,NA,,ap,208
2019,11,12,Tuesday,8,30,NA,NA,wet,NA,,ap,208
2019,11,12,Tuesday,10,30,NA,NA,wet,NA,,ap,208
2019,11,12,Tuesday,13,15,NA,NA,wet,NA,,ap,208
2019,11,12,Tuesday,13,55,NA,NA,bowel,NA,,ap,208
2019,11,12,Tuesday,11,5,NA,NA,bottle,3.5,oz,ap,208
2019,11,12,Tuesday,14,30,NA,NA,bottle,4,oz,ap,208
2019,11,12,Tuesday,11,30,13,1,nap,NA,,ap,208
2019,11,12,Tuesday,10,45,NA,NA,solids,NA,noodles_zucchini,ap,208
2019,11,12,Tuesday,15,0,NA,NA,wet,NA,,ap,208
2019,11,12,Tuesday,6,0,NA,NA,amoxicilin,7,mL,jsmkch,208
2019,11,12,Tuesday,18,0,NA,NA,amoxicilin,7,mL,jsmkch,208
2019,11,13,Wednesday,9,0,NA,NA,bowel,NA,,ap,209
2019,11,13,Wednesday,10,45,NA,NA,wet,NA,,ap,209
2019,11,13,Wednesday,12,50,NA,NA,wet,NA,,ap,209
2019,11,13,Wednesday,15,0,NA,NA,wet,NA,,ap,209
2019,11,13,Wednesday,11,30,NA,NA,bottle,3.5,,ap,209
2019,11,13,Wednesday,13,0,NA,NA,bottle,3,,ap,209
2019,11,13,Wednesday,11,45,12,20,nap,NA,,ap,209
2019,11,13,Wednesday,11,0,NA,NA,solids,3,noodles_squash,ap,209
2019,11,13,Wednesday,14,15,NA,NA,solids,2,squash,ap,209
2019,11,13,Wednesday,6,0,NA,NA,amoxicilin,7,mL,jsmkch,209
2019,11,13,Wednesday,18,0,NA,NA,amoxicilin,7,mL,jsmkch,209
2019,11,14,Thursday,7,35,NA,NA,wet,NA,,ap,210
2019,11,14,Thursday,8,25,NA,NA,bowel,NA,,ap,210
2019,11,14,Thursday,11,30,NA,NA,wet,NA,,jd,210
2019,11,14,Thursday,13,20,NA,NA,bowel,NA,,ap,210
2019,11,14,Thursday,15,3,NA,NA,wet,NA,,kc,210
2019,11,14,Thursday,8,20,NA,NA,bottle,1.5,oz,ap,210
2019,11,14,Thursday,11,30,NA,NA,bottle,4,oz,jd,210
2019,11,14,Thursday,14,5,NA,NA,bottle,5,oz,ap,210
2019,11,14,Thursday,12,30,NA,NA,solids,2,noodles_zucchini,ap,210
2019,11,14,Thursday,14,30,NA,NA,solids,5,zucchini,ap,210
2019,11,14,Thursday,9,17,11,25,nap,NA,,jd,210
2019,11,14,Thursday,6,0,NA,NA,amoxicilin,7,mL,jsmkch,210
2019,11,14,Thursday,18,0,NA,NA,amoxicilin,7,mL,jsmkch,210
2019,11,15,Friday,6,0,NA,NA,amoxicilin,7,mL,jsmkch,211
2019,11,15,Friday,18,0,NA,NA,amoxicilin,7,mL,jsmkch,211
2019,11,15,Friday,7,0,NA,NA,wet,NA,,kc,211
2019,11,15,Friday,9,0,NA,NA,wet,NA,,vona,211
2019,11,15,Friday,11,21,NA,NA,wet,NA,,vona,211
2019,11,15,Friday,13,16,NA,NA,wet,NA,,vona,211
2019,11,15,Friday,15,15,NA,NA,wet,NA,,vona,211
2019,11,15,Friday,8,18,NA,NA,bottle,0,oz,vona,211
2019,11,15,Friday,9,15,NA,NA,bottle,3,oz,vona,211
2019,11,15,Friday,11,15,NA,NA,bottle,4,oz,vona,211
2019,11,15,Friday,13,30,NA,NA,bottle,3,oz,vona,211
2019,11,15,Friday,14,15,NA,NA,bottle,4,oz,vona,211
2019,11,15,Friday,11,30,12,12,nap,NA,,vona,211
2019,11,15,Friday,11,0,NA,NA,solids,2,zucchini,vona,211
2019,11,15,Friday,14,0,NA,NA,solids,0,zucchini,vona,211
2019,11,15,Friday,8,15,NA,NA,caregiver_change,NA,,kc_vona,211
2019,11,18,Monday,6,0,NA,NA,amoxicilin,7,ml,jsmkch,214
2019,11,18,Monday,8,38,NA,NA,wet,NA,,vona,214
2019,11,18,Monday,10,36,NA,NA,wet,NA,,vona,214
2019,11,18,Monday,12,38,NA,NA,wet,NA,,vona,214
2019,11,18,Monday,12,57,NA,NA,bowel,NA,,vona,214
2019,11,18,Monday,15,0,NA,NA,wet,NA,,vona,214
2019,11,18,Monday,9,0,NA,NA,bottle,6,oz,vona,214
2019,11,18,Monday,11,30,NA,NA,bottle,3,oz,vona,214
2019,11,18,Monday,13,0,NA,NA,bottle,3,oz,vona,214
2019,11,18,Monday,15,0,NA,NA,bottle,2,oz,vona,214
2019,11,18,Monday,11,0,NA,NA,solids,3,irongoo,vona,214
2019,11,18,Monday,14,25,NA,NA,solids,3,irongoo,vona,214
2019,11,18,Monday,11,30,11,59,nap,NA,,vona,214
2019,11,18,Monday,13,13,13,58,nap,NA,,vona,214
2019,11,19,Tuesday,7,40,NA,NA,wet,NA,,ap,215
2019,11,19,Tuesday,9,45,NA,NA,wet,NA,,ap,215
2019,11,19,Tuesday,12,20,NA,NA,wet,NA,,ap,215
2019,11,19,Tuesday,14,15,NA,NA,wet,NA,,ap,215
2019,11,19,Tuesday,8,40,NA,NA,bottle,1.5,oz,ap,215
2019,11,19,Tuesday,10,30,NA,NA,bottle,4,oz,ap,215
2019,11,19,Tuesday,12,35,NA,NA,bottle,3,oz,ap,215
2019,11,19,Tuesday,14,20,NA,NA,bottle,4,oz,ap,215
2019,11,19,Tuesday,8,0,NA,NA,solids,2,toast_egg,ap,215
2019,11,19,Tuesday,10,15,NA,NA,solids,3,egg,ap,215
2019,11,19,Tuesday,14,0,NA,NA,solids,3,egg,ap,215
2019,11,19,Tuesday,10,45,12,0,nap,NA,,ap,215
2019,11,20,Wednesday,7,30,NA,NA,wet,NA,,ap,216
2019,11,20,Wednesday,9,15,NA,NA,bowel,NA,,ap,216
2019,11,20,Wednesday,12,5,NA,NA,wet,NA,,ap,216
2019,11,20,Wednesday,13,30,NA,NA,bowel,NA,,ap,216
2019,11,20,Wednesday,15,0,NA,NA,dry,NA,,ap,216
2019,11,20,Wednesday,8,30,NA,NA,solids,3.5,,ap,216
2019,11,20,Wednesday,10,30,NA,NA,solids,2,,ap,216
2019,11,20,Wednesday,12,20,NA,NA,solids,5,,ap,216
2019,11,20,Wednesday,14,50,NA,NA,solids,4,,ap,216
2019,11,20,Wednesday,8,10,NA,NA,solids,3,egg,ap,216
2019,11,20,Wednesday,10,15,NA,NA,solids,3,irongoo,ap,216
2019,11,20,Wednesday,13,45,NA,NA,solids,2,irongoo,ap,216
2019,11,20,Wednesday,10,47,12,2,nap,NA,,ap,216
2019,11,21,Thursday,8,40,8,47,bottle,3.1,oz,jsm,217
2019,11,21,Thursday,7,15,NA,NA,solids,1,sausage,jsm,217
2019,11,21,Thursday,10,15,11,45,nap,NA,,jsm,217
2019,11,21,Thursday,11,40,NA,NA,trait_mass,8.79,kg,rainbow,217
2019,11,21,Thursday,11,40,NA,NA,trait_length,73,cm,rainbow,217
2019,12,3,Tuesday,8,50,NA,NA,dry,NA,,kc,229
2019,12,3,Tuesday,9,30,NA,NA,wet,NA,,kc,229
2019,12,3,Tuesday,11,30,NA,NA,dry,NA,,kc,229
2019,12,3,Tuesday,13,20,NA,NA,wet,NA,,kc,229
2019,12,3,Tuesday,15,7,NA,NA,bowel,NA,,kc,229
2019,12,3,Tuesday,9,0,NA,NA,bottle,3,oz,kc,229
2019,12,3,Tuesday,11,0,NA,NA,bottle,3,oz,kc,229
2019,12,3,Tuesday,13,24,NA,NA,bottle,3,oz,kc,229
2019,12,3,Tuesday,14,35,NA,NA,bottle,3,oz,kc,229
2019,12,3,Tuesday,13,50,14,30,nap,NA,,kc,229
2019,12,3,Tuesday,10,45,NA,NA,solids,3,irongoo,kc,229
2019,12,3,Tuesday,14,35,NA,NA,solids,3,irongoo,kc,229
2019,12,3,Tuesday,7,13,NA,NA,trait_tooth_incisor_upper_right,NA,,jsmkch,229
2019,12,4,Wednesday,8,10,NA,NA,wet,NA,,ap,230
2019,12,4,Wednesday,9,35,NA,NA,bowel,NA,,ap,230
2019,12,4,Wednesday,11,15,NA,NA,wet,NA,,ap,230
2019,12,4,Wednesday,12,45,NA,NA,wet,NA,,ap,230
2019,12,4,Wednesday,14,40,NA,NA,wet,NA,,ap,230
2019,12,4,Wednesday,8,30,NA,NA,bottle,4,oz,ap,230
2019,12,4,Wednesday,10,0,NA,NA,bottle,3,oz,ap,230
2019,12,4,Wednesday,11,20,NA,NA,bottle,2,oz,ap,230
2019,12,4,Wednesday,12,50,NA,NA,bottle,1.5,oz,ap,230
2019,12,4,Wednesday,8,0,NA,NA,solids,3,irongoo,ap,230
2019,12,4,Wednesday,11,0,NA,NA,solids,3,irongoo,ap,230
2019,12,4,Wednesday,14,10,NA,NA,solids,2,irongoo,ap,230
2019,12,4,Wednesday,12,0,12,40,nap,NA,,ap,230
2019,12,4,Wednesday,14,30,NA,NA,bottle,3,oz,ap,230
2019,12,5,Thursday,7,45,NA,NA,wet,NA,,ap,231
2019,12,5,Thursday,9,20,NA,NA,wet,NA,,ap,231
2019,12,5,Thursday,12,15,NA,NA,wet,NA,,jd,231
2019,12,5,Thursday,14,25,NA,NA,wet,NA,,ap,231
2019,12,5,Thursday,8,5,NA,NA,bottle,3,oz,ap,231
2019,12,5,Thursday,9,45,NA,NA,bottle,3.5,oz,ap,231
2019,12,5,Thursday,12,20,NA,NA,bottle,3.5,oz,ap,231
2019,12,5,Thursday,14,30,NA,NA,bottle,2,oz,ap,231
2019,12,5,Thursday,10,45,12,10,nap,NA,,ap,231
2019,12,5,Thursday,8,0,NA,NA,solids,2,irongoo,ap,231
2019,12,5,Thursday,10,20,NA,NA,solids,3,irongoo,ap,231
2019,12,5,Thursday,14,10,NA,NA,solids,3,irongoo,ap,231
2019,12,7,Saturday,12,55,NA,NA,trait_tooth_incisor_upper_left,NA,,jsmkch,233
2019,12,9,Monday,7,45,NA,NA,wet,NA,,ap,235
2019,12,9,Monday,9,30,NA,NA,wet,NA,,ap,235
2019,12,9,Monday,12,20,NA,NA,wet,NA,,vona,235
2019,12,9,Monday,14,20,NA,NA,wet,NA,,ap,235
2019,12,9,Monday,11,5,12,12,nap,NA,,vona,235
2019,12,9,Monday,9,55,NA,NA,bottle,4,oz,ap,235
2019,12,9,Monday,10,45,NA,NA,bottle,4,oz,ap,235
2019,12,9,Monday,13,0,NA,NA,bottle,2,oz,ap,235
2019,12,9,Monday,14,25,NA,NA,bottle,0,oz,ap,235
2019,12,9,Monday,8,0,NA,NA,solids,4,waffle,ap,235
2019,12,9,Monday,10,30,NA,NA,solids,4,irongoo,ap,235
2019,12,9,Monday,14,10,NA,NA,solids,1,apple,ap,235
2019,12,10,Tuesday,8,0,NA,NA,wet,NA,,ap,236
2019,12,10,Tuesday,9,50,NA,NA,wet,NA,,ap,236
2019,12,10,Tuesday,11,30,NA,NA,wet,NA,,ap,236
2019,12,10,Tuesday,13,45,NA,NA,wet,NA,,ap,236
