year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver
2019,10,25,Friday,8,30,,,caregiver_change,,,ap_vona
2019,10,28,Monday,7,5,,,dry,,,ap
2019,10,28,Monday,7,50,,,wet,,,ap
2019,10,28,Monday,9,25,,,wet,,,vona
2019,10,28,Monday,11,45,,,wet,,,vona
2019,10,28,Monday,13,48,,,wet,,,vona
2019,10,28,Monday,15,5,,,wet,,,vona
2019,10,28,Monday,8,45,,,bottle,2,oz,vona
2019,10,28,Monday,9,25,,,bottle,2,oz,vona
2019,10,28,Monday,10,45,,,bottle,2,oz,vona
2019,10,28,Monday,11,45,,,bottle,2,oz,vona
2019,10,28,Monday,13,25,,,bottle,2,oz,vona
2019,10,28,Monday,15,0,,,bottle,2,oz,vona
2019,10,28,Monday,10,53,11,45,nap,,,vona
2019,10,28,Monday,12,19,12,30,nap,,,vona
2019,10,29,Tuesday,7,45,,,wet,,,ap
2019,10,29,Tuesday,9,45,,,wet,,,ap
2019,10,29,Tuesday,11,30,,,wet,,,jd
2019,10,29,Tuesday,14,10,,,wet,,,ap
2019,10,29,Tuesday,15,15,,,wet,,,ap
2019,10,29,Tuesday,8,0,,,bottle,2,oz,ap
2019,10,29,Tuesday,8,50,,,bottle,2,oz,ap
2019,10,29,Tuesday,10,20,,,bottle,3,oz,ap
2019,10,29,Tuesday,12,5,,,bottle,3,oz,ap
2019,10,29,Tuesday,13,20,,,bottle,3,oz,ap
2019,10,29,Tuesday,14,55,,,bottle,2.5,oz,ap
2019,10,29,Tuesday,10,29,11,30,nap,,,ap
2019,10,29,Tuesday,13,29,14,5,nap,,,ap
2019,10,29,Tuesday,10,15,,,solids,3,pepper,ap
2019,10,29,Tuesday,14,30,,,solids,1,pepper_cheese,ap
2019,10,30,Wednesday,7,5,,,dry,,,ap
2019,10,30,Wednesday,7,50,,,wet,,,ap
2019,10,30,Wednesday,10,0,,,wet,,,ap
2019,10,30,Wednesday,12,20,,,wet,,,ap
2019,10,30,Wednesday,13,50,,,wet,,,ap
2019,10,30,Wednesday,15,13,,,wet,,,kc
2019,10,30,Wednesday,8,20,,,bottle,1.5,oz,ap
2019,10,30,Wednesday,8,45,,,bottle,2.5,oz,ap
2019,10,30,Wednesday,10,30,,,bottle,3,oz,ap
2019,10,30,Wednesday,11,45,,,bottle,2,oz,ap
2019,10,30,Wednesday,12,45,,,bottle,3,oz,ap
2019,10,30,Wednesday,13,45,,,bottle,1.5,oz,ap
2019,10,30,Wednesday,14,15,,,bottle,3,oz,ap
2019,10,30,Wednesday,10,15,,,solids,3,pepper_cheese,ap
2019,10,30,Wednesday,13,0,,,solids,0,pepper_sweetpotato,ap
2019,10,30,Wednesday,9,7,9,45,nap,,,ap
2019,10,30,Wednesday,11,40,12,0,nap,,,ap
2019,10,31,Thursday,7,10,,,wet,,,ap
2019,10,31,Thursday,9,0,,,wet,,,ap
2019,10,31,Thursday,11,0,,,wet,,,ap
2019,10,31,Thursday,13,10,,,wet,,,ap
2019,10,31,Thursday,14,50,,,wet,,,ap
2019,10,31,Thursday,9,20,,,bottle,2.5,oz,ap
2019,10,31,Thursday,10,0,,,bottle,2.5,oz,ap
2019,10,31,Thursday,11,55,,,bottle,3,oz,ap
2019,10,31,Thursday,13,45,,,bottle,2.5,oz,ap
2019,10,31,Thursday,10,40,,,solids,3,squash_cheese,ap
2019,10,31,Thursday,14,10,,,solids,2,pepper_cheese,ap
2019,10,31,Thursday,12,5,13,5,nap,,,ap
2019,11,1,Friday,8,10,,,wet,,,ap
2019,11,1,Friday,10,15,,,wet,,,vona
2019,11,1,Friday,12,1,,,wet,,,vona
2019,11,1,Friday,14,0,,,wet,,,vona
2019,11,1,Friday,15,10,,,bowel,,,vona
2019,11,1,Friday,8,15,,,bottle,2.5,oz,ap
2019,11,1,Friday,9,30,,,bottle,2.5,oz,vona
2019,11,1,Friday,12,5,,,bottle,3,oz,vona
2019,11,1,Friday,13,30,,,bottle,3,oz,vona
2019,11,1,Friday,9,47,10,2,nap,,,vona
2019,11,1,Friday,12,17,13,18,nap,,,vona
2019,11,1,Friday,11,0,,,solids,4,egg_pepper,vona
2019,11,1,Friday,14,25,,,solids,1,egg_pepper,vona
2019,11,1,Friday,8,30,,,caregiver_change,,,ap_vona
2019,11,4,Monday,7,16,,,dry,,,kc
2019,11,4,Monday,8,0,,,wet,,,kc
2019,11,4,Monday,8,30,,,caregiver_change,,,kc_ij
2019,11,4,Monday,9,10,,,wet,,,ij
2019,11,4,Monday,10,43,,,diaper,,,ij
2019,11,4,Monday,12,20,,,bowel,,,ij
2019,11,4,Monday,14,31,,,dry,,,ij
2019,11,4,Monday,8,30,,,bottle,3,oz,ij
2019,11,4,Monday,10,50,,,bottle,3,oz,ij
2019,11,4,Monday,13,20,,,bottle,3,oz,ij
2019,11,4,Monday,14,45,,,bottle,3,oz,ij
2019,11,4,Monday,9,20,10,40,nap,,,ij
2019,11,5,Tuesday,8,0,,,wet,,,ap
2019,11,5,Tuesday,11,15,,,wet,,,ap
2019,11,5,Tuesday,12,40,,,bowel,,,jd
2019,11,5,Tuesday,13,45,,,wet,,,kc
2019,11,5,Tuesday,15,5,,,wet,,,kc
2019,11,5,Tuesday,9,53,11,7,nap,,,ap
2019,11,5,Tuesday,13,57,,,caregiver_change,,,ap_kc
2019,11,5,Tuesday,11,20,,,solids,3,pepper_bread,ap
2019,11,5,Tuesday,14,0,,,solids,3,noodles_bread,ap
2019,11,5,Tuesday,8,20,,,bottle,3,oz,ap
2019,11,5,Tuesday,9,48,,,bottle,2.5,oz,ap
2019,11,5,Tuesday,11,45,,,bottle,3,oz,ap
2019,11,5,Tuesday,13,30,,,bottle,3,oz,ap
2019,11,6,Wednesday,8,0,,,wet,,,ap
2019,11,6,Wednesday,9,55,,,wet,,,ap
2019,11,6,Wednesday,11,25,,,bowel,,,ap
2019,11,6,Wednesday,13,20,,,wet,,,ap
2019,11,6,Wednesday,8,20,,,bottle,3,oz,ap
2019,11,6,Wednesday,10,0,,,bottle,3.5,oz,ap
2019,11,6,Wednesday,11,30,,,bottle,3,oz,ap
2019,11,6,Wednesday,13,45,,,bottle,3,oz,ap
2019,11,6,Wednesday,8,33,9,3,nap,,,ap
2019,11,6,Wednesday,10,20,,,solids,3,cauliflower,ap
2019,11,6,Wednesday,10,20,,,solids,2,noodles,ap
2019,11,6,Wednesday,14,15,,,solids,2,cauliflower_pepper,ap
2019,11,7,Thursday,7,35,,,wet,,,ap
2019,11,7,Thursday,9,26,,,wet,,,ap
2019,11,7,Thursday,11,0,,,bowel,,,ap
2019,11,7,Thursday,12,45,,,bowel,,,melody
2019,11,7,Thursday,15,5,,,wet,,,ap
2019,11,7,Thursday,7,55,,,bottle,2.5,oz,ap
2019,11,7,Thursday,9,32,,,bottle,3,oz,ap
2019,11,7,Thursday,11,0,,,bottle,3,oz,ap
2019,11,7,Thursday,11,40,,,bottle,3,oz,ap
2019,11,7,Thursday,13,15,,,bottle,3,oz,ap
2019,11,7,Thursday,9,35,10,11,nap,,,ap
2019,11,7,Thursday,13,55,15,0,nap,,,ap
2019,11,7,Thursday,10,25,,,solids,1,pepper_cauliflower,ap
2019,11,7,Thursday,13,20,,,solids,2,noodles,ap
2019,11,7,Thursday,12,20,,,caregiver_change,,,ap_melody
2019,11,7,Thursday,12,50,,,caregiver_change,,,melody_ap
2019,11,8,Friday,8,5,,,wet,,,ap
2019,11,8,Friday,9,48,,,wet,,,vona
2019,11,8,Friday,11,45,,,wet,,,vona
2019,11,8,Friday,12,17,,,bowel,,,vona
2019,11,8,Friday,13,45,,,wet,,,vona
2019,11,8,Friday,8,30,,,caregiver_change,,,ap_vona
2019,11,8,Friday,11,13,11,32,nap,,,vona
2019,11,8,Friday,8,50,,,bottle,4,oz,vona
2019,11,8,Friday,11,0,,,bottle,3,oz,vona
2019,11,8,Friday,11,45,,,bottle,3,oz,vona
2019,11,8,Friday,3,12,,,trait_mass,8.48,kg,rainbow
2019,11,8,Friday,3,12,,,trait_length,71.8,cm,rainbow
2019,11,10,Sunday,,,,,skill_crawl_full,,,jsmkch
2019,11,9,Saturday,,,,,skill_pullup_regularly,,,jsmkch
2019,11,13,Wednesday,9,0,,,bowel,,,ap
2019,11,13,Wednesday,10,45,,,wet,,,ap
2019,11,13,Wednesday,12,50,,,wet,,,ap
2019,11,13,Wednesday,15,0,,,wet,,,ap
2019,11,13,Wednesday,11,30,,,bottle,3.5,,ap
2019,11,13,Wednesday,13,0,,,bottle,3,,ap
2019,11,13,Wednesday,11,45,12,20,nap,,,ap
2019,11,13,Wednesday,11,0,,,solids,3,noodles_squash,ap
2019,11,13,Wednesday,14,15,,,solids,2,squash,ap
2019,11,12,Tuesday,7,55,,,dry,,,ap
2019,11,12,Tuesday,8,30,,,wet,,,ap
2019,11,12,Tuesday,10,30,,,wet,,,ap
2019,11,12,Tuesday,13,15,,,wet,,,ap
2019,11,12,Tuesday,13,55,,,bowel,,,ap
2019,11,12,Tuesday,11,5,,,bottle,3.5,oz,ap
2019,11,12,Tuesday,14,30,,,bottle,4,oz,ap
2019,11,12,Tuesday,11,30,13,1,nap,,,ap
2019,11,12,Tuesday,10,45,,,solids,,noodles_zucchini,ap
2019,11,12,Tuesday,15,0,,,wet,,,ap
2019,11,14,Thursday,7,35,,,wet,,,ap
2019,11,14,Thursday,8,25,,,bowel,,,ap
2019,11,14,Thursday,11,30,,,wet,,,jd
2019,11,14,Thursday,13,20,,,bowel,,,ap
2019,11,14,Thursday,15,3,,,wet,,,kc
2019,11,14,Thursday,8,20,,,bottle,1.5,oz,ap
2019,11,14,Thursday,11,30,,,bottle,4,oz,jd
2019,11,14,Thursday,14,5,,,bottle,5,oz,ap
2019,11,14,Thursday,12,30,,,solids,2,noodles_zucchini,ap
2019,11,14,Thursday,14,30,,,solids,5,zucchini,ap
2019,11,14,Thursday,9,17,11,25,nap,,,jd
2019,11,15,Friday,6,0,,,amoxicilin,7,mL,jsmkch
2019,11,15,Friday,18,0,,,amoxicilin,7,mL,jsmkch
2019,11,14,Thursday,6,0,,,amoxicilin,7,mL,jsmkch
2019,11,14,Thursday,18,0,,,amoxicilin,7,mL,jsmkch
2019,11,13,Wednesday,6,0,,,amoxicilin,7,mL,jsmkch
2019,11,13,Wednesday,18,0,,,amoxicilin,7,mL,jsmkch
2019,11,12,Tuesday,6,0,,,amoxicilin,7,mL,jsmkch
2019,11,12,Tuesday,18,0,,,amoxicilin,7,mL,jsmkch
2019,11,15,Friday,7,0,,,wet,,,kc
2019,11,15,Friday,9,0,,,wet,,,vona
2019,11,15,Friday,11,21,,,wet,,,vona
2019,11,15,Friday,13,16,,,wet,,,vona
2019,11,15,Friday,15,15,,,wet,,,vona
2019,11,15,Friday,8,18,,,bottle,0,oz,vona
2019,11,15,Friday,9,15,,,bottle,3,oz,vona
2019,11,15,Friday,11,15,,,bottle,4,oz,vona
2019,11,15,Friday,13,30,,,bottle,3,oz,vona
2019,11,15,Friday,14,15,,,bottle,4,oz,vona
2019,11,15,Friday,11,30,12,12,nap,,,vona
2019,11,15,Friday,11,0,,,solids,2,zucchini,vona
2019,11,15,Friday,14,0,,,solids,0,zucchini,vona
2019,11,15,Friday,8,15,,,caregiver_change,,,kc_vona
2019,11,19,Tuesday,7,40,,,wet,,,ap
2019,11,19,Tuesday,9,45,,,wet,,,ap
2019,11,19,Tuesday,12,20,,,wet,,,ap
2019,11,19,Tuesday,14,15,,,wet,,,ap
2019,11,19,Tuesday,8,40,,,bottle,1.5,oz,ap
2019,11,19,Tuesday,10,30,,,bottle,4,oz,ap
2019,11,19,Tuesday,12,35,,,bottle,3,oz,ap
2019,11,19,Tuesday,14,20,,,bottle,4,oz,ap
2019,11,19,Tuesday,8,0,,,solids,2,toast_egg,ap
2019,11,19,Tuesday,10,15,,,solids,3,egg,ap
2019,11,19,Tuesday,14,0,,,solids,3,egg,ap
2019,11,19,Tuesday,10,45,12,0,nap,,,ap
2019,11,18,Monday,6,0,,,amoxicilin,7,ml,jsmkch
2019,11,18,Monday,8,38,,,wet,,,vona
2019,11,18,Monday,10,36,,,wet,,,vona
2019,11,18,Monday,12,38,,,wet,,,vona
2019,11,18,Monday,12,57,,,bowel,,,vona
2019,11,18,Monday,15,0,,,wet,,,vona
2019,11,18,Monday,9,0,,,bottle,6,oz,vona
2019,11,18,Monday,11,30,,,bottle,3,oz,vona
2019,11,18,Monday,13,0,,,bottle,3,oz,vona
2019,11,18,Monday,15,0,,,bottle,2,oz,vona
2019,11,18,Monday,11,0,,,solids,3,irongoo,vona
2019,11,18,Monday,14,25,,,solids,3,irongoo,vona
2019,11,18,Monday,11,30,11,59,nap,,,vona
2019,11,18,Monday,13,13,13,58,nap,,,vona
2019,11,21,Thursday,8,40,8,47,bottle,3.1,oz,jsm
2019,11,21,Thursday,7,15,,,solids,1,sausage,jsm
2019,11,21,Thursday,10,15,11,45,nap,,,jsm
2019,11,21,Thursday,11,40,,,trait_mass,8.79,kg,rainbow
2019,11,21,Thursday,11,40,,,trait_length,73,cm,rainbow
2019,11,20,Wednesday,7,30,,,wet,,,ap
2019,11,20,Wednesday,9,15,,,bowel,,,ap
2019,11,20,Wednesday,12,5,,,wet,,,ap
2019,11,20,Wednesday,13,30,,,bowel,,,ap
2019,11,20,Wednesday,15,0,,,dry,,,ap
2019,11,20,Wednesday,8,30,,,solids,3.5,,ap
2019,11,20,Wednesday,10,30,,,solids,2,,ap
2019,11,20,Wednesday,12,20,,,solids,5,,ap
2019,11,20,Wednesday,14,50,,,solids,4,,ap
2019,11,20,Wednesday,8,10,,,solids,3,egg,ap
2019,11,20,Wednesday,10,15,,,solids,3,irongoo,ap
2019,11,20,Wednesday,13,45,,,solids,2,irongoo,ap
2019,11,20,Wednesday,10,47,12,2,nap,,,ap
2019,12,5,Thursday,7,45,,,wet,,,ap
2019,12,5,Thursday,9,20,,,wet,,,ap
2019,12,5,Thursday,12,15,,,wet,,,jd
2019,12,5,Thursday,14,25,,,wet,,,ap
2019,12,5,Thursday,8,5,,,bottle,3,oz,ap
2019,12,5,Thursday,9,45,,,bottle,3.5,oz,ap
2019,12,5,Thursday,12,20,,,bottle,3.5,oz,ap
2019,12,5,Thursday,14,30,,,bottle,2,oz,ap
2019,12,5,Thursday,10,45,12,10,nap,,,ap
2019,12,5,Thursday,8,0,,,solids,2,irongoo,ap
2019,12,5,Thursday,10,20,,,solids,3,irongoo,ap
2019,12,5,Thursday,14,10,,,solids,3,irongoo,ap
2019,12,4,Wednesday,8,10,,,wet,,,ap
2019,12,4,Wednesday,9,35,,,bowel,,,ap
2019,12,4,Wednesday,11,15,,,wet,,,ap
2019,12,4,Wednesday,12,45,,,wet,,,ap
2019,12,4,Wednesday,14,40,,,wet,,,ap
2019,12,4,Wednesday,8,30,,,bottle,4,oz,ap
2019,12,4,Wednesday,10,0,,,bottle,3,oz,ap
2019,12,4,Wednesday,11,20,,,bottle,2,oz,ap
2019,12,4,Wednesday,12,50,,,bottle,1.5,oz,ap
2019,12,4,Wednesday,8,0,,,solids,3,irongoo,ap
2019,12,4,Wednesday,11,0,,,solids,3,irongoo,ap
2019,12,4,Wednesday,14,10,,,solids,2,irongoo,ap
2019,12,4,Wednesday,12,0,12,40,nap,,,ap
2019,12,4,Wednesday,14,30,,,bottle,3,oz,ap
2019,12,3,Tuesday,8,50,,,dry,,,kc
2019,12,3,Tuesday,9,30,,,wet,,,kc
2019,12,3,Tuesday,11,30,,,dry,,,kc
2019,12,3,Tuesday,13,20,,,wet,,,kc
2019,12,3,Tuesday,15,7,,,bowel,,,kc
2019,12,3,Tuesday,9,0,,,bottle,3,oz,kc
2019,12,3,Tuesday,11,0,,,bottle,3,oz,kc
2019,12,3,Tuesday,13,24,,,bottle,3,oz,kc
2019,12,3,Tuesday,14,35,,,bottle,3,oz,kc
2019,12,3,Tuesday,13,50,14,30,nap,,,kc
2019,12,3,Tuesday,10,45,,,solids,3,irongoo,kc
2019,12,3,Tuesday,14,35,,,solids,3,irongoo,kc
2019,12,3,Tuesday,7,13,,,trait_tooth_incisor_upper_right,,,jsmkch
2019,12,7,Saturday,12,55,,,trait_tooth_incisor_upper_left,,,jsmkch
2019,12,10,Tuesday,8,0,,,wet,,,ap
2019,12,10,Tuesday,9,50,,,wet,,,ap
2019,12,10,Tuesday,11,30,,,wet,,,ap
2019,12,10,Tuesday,13,45,,,wet,,,ap
2019,12,10,Tuesday,15,20,,,bowel,,,ap
2019,12,10,Tuesday,9,25,,,bottle,4,oz,ap
2019,12,10,Tuesday,11,15,,,bottle,4,oz,ap
2019,12,10,Tuesday,14,40,,,bottle,3,oz,ap
2019,12,10,Tuesday,10,10,11,0,nap,,,ap
2019,12,10,Tuesday,8,20,,,solids,3,biscuit_gravy_orange,ap
2019,12,10,Tuesday,11,20,,,solids,3,greenbeans,ap
2019,12,10,Tuesday,14,20,,,solids,2,graham_crackers,ap
2019,12,12,Thursday,7,40,,,wet,,,ap
2019,12,12,Thursday,9,50,,,wet,,,ap
2019,12,12,Thursday,11,30,,,wet,,,ap
2019,12,12,Thursday,13,20,,,wet,,,ap
2019,12,12,Thursday,15,0,,,wet,,,kc
2019,12,12,Thursday,9,55,,,bottle,2,oz,ap
2019,12,12,Thursday,10,25,,,bottle,3,oz,ap
2019,12,12,Thursday,13,10,,,bottle,1,oz,ap
2019,12,12,Thursday,14,57,,,bottle,3,oz,ap
2019,12,12,Thursday,10,30,11,20,nap,,,ap
2019,12,12,Thursday,8,15,,,solids,3,banana_toast,ap
2019,12,12,Thursday,12,15,,,solids,2,turkey_cheese_applesauce,ap
2019,12,12,Thursday,14,0,,,solids,3,crackers_cheese,ap
2019,12,9,Monday,7,45,,,wet,,,ap
2019,12,9,Monday,9,30,,,wet,,,ap
2019,12,9,Monday,12,20,,,wet,,,vona
2019,12,9,Monday,14,20,,,wet,,,ap
2019,12,9,Monday,11,5,12,12,nap,,,vona
2019,12,9,Monday,9,55,,,bottle,4,oz,ap
2019,12,9,Monday,10,45,,,bottle,4,oz,ap
2019,12,9,Monday,13,0,,,bottle,2,oz,ap
2019,12,9,Monday,14,25,,,bottle,0,oz,ap
2019,12,9,Monday,8,0,,,solids,4,waffle,ap
2019,12,9,Monday,10,30,,,solids,4,irongoo,ap
2019,12,9,Monday,14,10,,,solids,1,apple,ap
2019,12,17,Tuesday,7,30,,,wet,,,ap
2019,12,17,Tuesday,9,15,,,wet,,,ap
2019,12,17,Tuesday,12,23,,,wet,,,ap
2019,12,17,Tuesday,14,15,,,dry,,,ap
2019,12,17,Tuesday,10,40,,,bottle,3,oz,ap
2019,12,17,Tuesday,13,45,,,bottle,4,oz,ap
2019,12,17,Tuesday,11,5,12,20,nap,,,ap
2019,12,17,Tuesday,8,0,,,solids,3,waffle,ap
2019,12,17,Tuesday,10,30,,,solids,0,ham_squash_corn,ap
2019,12,17,Tuesday,14,0,,,solids,3,bread_raisin,ap
2019,12,19,Thursday,8,10,,,wet,,,ap
2019,12,19,Thursday,10,5,,,wet,,,ap
2019,12,19,Thursday,13,7,,,bowel,,,ap
2019,12,19,Thursday,15,0,,,dry,,,ap
2019,12,19,Thursday,8,55,,,bottle,1,oz,ap
2019,12,19,Thursday,13,13,,,bottle,1,oz,ap
2019,12,19,Thursday,13,40,,,bottle,2,oz,ap
2019,12,19,Thursday,7,50,,,solids,2.5,irongoo,ap
2019,12,19,Thursday,10,20,,,solids,3,carrot,ap
2019,12,19,Thursday,14,30,,,solids,3,irongoo_carrot,ap
2019,12,19,Thursday,11,28,13,5,nap,,,ap
2019,12,18,Wednesday,8,0,,,wet,,,ap
2019,12,18,Wednesday,10,5,,,wet,,,ap
2019,12,18,Wednesday,12,25,,,wet,,,ij
2019,12,18,Wednesday,14,25,,,wet,,,ap
2019,12,18,Wednesday,15,22,,,dry,,,kc
2019,12,18,Wednesday,9,55,,,bottle,3,oz,ap
2019,12,18,Wednesday,11,5,,,bottle,1,oz,ap
2019,12,18,Wednesday,13,0,,,bottle,2,oz,ap
2019,12,18,Wednesday,11,10,12,15,nap,,,ap
2019,12,18,Wednesday,7,50,,,solids,3,irongoo,ap
2019,12,18,Wednesday,10,30,,,solids,1,squash,ap
2019,12,18,Wednesday,14,0,,,solids,3,irongoo,ap
2019,12,13,Friday,7,0,,,dry,,,kc
2019,12,13,Friday,9,30,,,wet,,,kc
2019,12,13,Friday,10,25,,,wet,,,kc
2019,12,13,Friday,12,55,,,wet,,,kc
2019,12,13,Friday,14,55,,,wet,,,kc
2019,12,13,Friday,8,0,,,bottle,3,oz,kc
2019,12,13,Friday,10,45,,,bottle,3,oz,kc
2019,12,13,Friday,13,30,,,bottle,1,oz,kc
2019,12,13,Friday,14,30,,,bottle,3,oz,kc
2019,12,13,Friday,11,0,12,49,nap,,,kc
2019,12,13,Friday,10,50,,,solids,3,irongoo_vegetable,kc
2019,12,13,Friday,14,0,,,solids,3,irongoo,kc
2020,1,6,Monday,7,14,,,dry,,,kc
2020,1,6,Monday,9,0,,,wet,,,ap
2020,1,6,Monday,12,30,,,wet,,,ap
2020,1,6,Monday,14,20,,,wet,,,ap
2020,1,6,Monday,9,10,,,bottle,3,oz,ap
2020,1,6,Monday,13,25,,,bottle,4,oz,ap
2020,1,6,Monday,11,10,12,17,nap,,,ap
2020,1,6,Monday,8,0,,,solids,3,raisinbran,ap
2020,1,6,Monday,10,45,,,solids,3,meatballs_mashedpotato_strawberry,ap
2020,1,6,Monday,13,45,,,solids,3,cheese,ap
2019,12,11,Wednesday,7,30,,,wet,,,kc
2019,12,11,Wednesday,9,30,,,wet,,,kc
2019,12,11,Wednesday,11,35,,,wet,,,ap
2019,12,11,Wednesday,14,18,,,wet,,,ap
2019,12,11,Wednesday,8,30,,,bottle,3,oz,kc
2019,12,11,Wednesday,10,7,,,bottle,4,oz,kc
2019,12,11,Wednesday,14,5,,,bottle,4,oz,ap
2019,12,11,Wednesday,14,48,,,bottle,3,oz,ap
2019,12,11,Wednesday,10,35,11,32,nap,,,ap
2019,12,11,Wednesday,8,0,,,solids,3,cheerio,kc
2019,12,11,Wednesday,11,40,,,solids,2.5,ham_mashedpotato_strawberry,ap
2019,12,11,Wednesday,14,0,,,solids,3,gcracker_apple,ap
2020,1,8,Wednesday,10,10,,,wet,,,ap
2020,1,8,Wednesday,12,30,,,wet,,,kc
2020,1,8,Wednesday,14,25,,,wet,,,ap
2020,1,8,Wednesday,11,5,,,bottle,2,oz,ap
2020,1,8,Wednesday,13,15,,,bottle,3,oz,ap
2020,1,8,Wednesday,11,15,12,30,nap,,,ap
2020,1,8,Wednesday,10,30,,,solids,3,noodles,ap
2020,1,8,Wednesday,14,10,,,solids,3,fruit,ap
2020,1,13,Monday,7,45,,,wet,,,ap
2020,1,13,Monday,9,55,,,wet,,,ap
2020,1,13,Monday,12,25,,,wet,,,ap
2020,1,13,Monday,13,50,,,wet,,,kc
2020,1,13,Monday,11,7,12,20,nap,,,ap
2020,1,13,Monday,11,5,,,bottle,1,oz,ap
2020,1,13,Monday,14,0,,,bottle,2,oz,ap
2020,1,13,Monday,8,15,,,solids,3,cheerios,ap
2020,1,13,Monday,10,50,,,solids,3,noodles,ap
2020,1,13,Monday,14,5,,,solids,2,apple,ap
2020,1,14,Tuesday,8,10,,,wet,,,ap
2020,1,14,Tuesday,10,10,,,wet,,,ap
2020,1,14,Tuesday,12,0,,,wet,,,ap
2020,1,14,Tuesday,14,30,,,wet,,,ap
2020,1,14,Tuesday,9,15,,,bottle,2,oz,ap
2020,1,14,Tuesday,13,10,,,bottle,0.5,oz,ap
2020,1,14,Tuesday,10,27,11,30,nap,,,ap
2020,1,14,Tuesday,8,40,,,solids,1,toast_apple,ap
2020,1,14,Tuesday,11,30,,,solids,2.5,apple,ap
2020,1,14,Tuesday,14,15,,,solids,3,fruit,ap
2020,1,10,Friday,8,30,,,wet,,,ap
2020,1,10,Friday,9,15,,,bowel,,,ap
2020,1,10,Friday,12,50,,,wet,,,ap
2020,1,10,Friday,9,0,,,bottle,1,oz,ap
2020,1,10,Friday,11,20,,,bottle,2,oz,ap
2020,1,10,Friday,8,0,,,solids,3,cheese_toast_apple,ap
2020,1,10,Friday,11,5,,,solids,3,noodles_banana_veggies,ap
2020,1,10,Friday,14,10,,,solids,3,gcracker,ap
2020,1,10,Friday,11,25,12,30,nap,,,ap
2020,1,9,Thursday,7,5,,,dry,,,kc
2020,1,9,Thursday,8,30,,,wet,,,ap
2020,1,9,Thursday,10,20,,,wet,,,ap
2020,1,9,Thursday,12,45,,,wet,,,ap
2020,1,9,Thursday,14,30,,,wet,,,ap
2020,1,9,Thursday,9,35,,,bottle,1,oz,ap
2020,1,9,Thursday,11,0,,,bottle,0,oz,ap
2020,1,9,Thursday,12,55,,,bottle,1.5,oz,ap
2020,1,9,Thursday,8,10,,,solids,2,fruit,ap
2020,1,9,Thursday,10,40,,,solids,3,noodles,ap
2020,1,9,Thursday,14,5,,,solids,3,fruit,ap
2020,1,9,Thursday,11,10,11,45,nap,,,ap
2020,1,15,Wednesday,8,30,,,wet,,,ap
2020,1,15,Wednesday,10,6,,,bowel,,,kc
2020,1,15,Wednesday,12,12,,,wet,,,ap
2020,1,15,Wednesday,14,0,,,dry,,,ap
2020,1,15,Wednesday,11,7,12,9,nap,,,ap
2020,1,15,Wednesday,9,10,,,bottle,0,oz,ap
2020,1,15,Wednesday,11,0,,,bottle,1,oz,ap
2020,1,15,Wednesday,13,0,,,bottle,0,oz,ap
2020,1,15,Wednesday,8,10,,,solids,3,cereal,ap
2020,1,15,Wednesday,10,50,,,solids,2,turkey_potato_pineapple,ap
2020,1,15,Wednesday,13,55,,,solids,,banana_animalcrackers,ap
2020,1,16,Thursday,7,2,,,dry,,,kc
2020,1,16,Thursday,8,30,,,wet,,,ap
2020,1,16,Thursday,10,30,,,wet,,,ap
2020,1,16,Thursday,12,20,,,wet,,,ap
2020,1,16,Thursday,14,6,,,wet,,,kc
2020,1,16,Thursday,9,30,,,bottle,0.5,oz,ap
2020,1,16,Thursday,14,20,,,bottle,0,oz,ap
2020,1,16,Thursday,11,20,12,15,nap,,,ap
2020,1,16,Thursday,8,10,,,solids,3,toast_oatmeal,ap
2020,1,16,Thursday,10,45,,,solids,3,chicken_broccoli_pineapple,ap
2020,1,16,Thursday,12,25,,,solids,3,blueberries,ap
2020,1,16,Thursday,13,45,,,solids,3,blueberries_animalcrackers_yogurt,ap
